Source	Target	Weight
9606.ENSP00000381009	9606.ENSP00000330720	0.782557
9606.ENSP00000385479	9606.ENSP00000484789	0.782547
9606.ENSP00000484789	9606.ENSP00000385479	0.782547
9606.ENSP00000354730	9606.ENSP00000358064	0.782533
9606.ENSP00000358064	9606.ENSP00000354730	0.782533
9606.ENSP00000354960	9606.ENSP00000356705	0.782516
9606.ENSP00000356705	9606.ENSP00000354960	0.782516
9606.ENSP00000313432	9606.ENSP00000380402	0.782515
9606.ENSP00000380402	9606.ENSP00000313432	0.782515
9606.ENSP00000262030	9606.ENSP00000373620	0.782503
9606.ENSP00000373620	9606.ENSP00000262030	0.782503
9606.ENSP00000226355	9606.ENSP00000264690	0.782385
9606.ENSP00000264690	9606.ENSP00000226355	0.782385
9606.ENSP00000283025	9606.ENSP00000380679	0.782352
9606.ENSP00000380679	9606.ENSP00000283025	0.782352
9606.ENSP00000410452	9606.ENSP00000429243	0.782328
9606.ENSP00000429243	9606.ENSP00000410452	0.782328
9606.ENSP00000307940	9606.ENSP00000335153	0.782322
9606.ENSP00000335153	9606.ENSP00000307940	0.782322
9606.ENSP00000315988	9606.ENSP00000465589	0.782263
9606.ENSP00000465589	9606.ENSP00000315988	0.782263
9606.ENSP00000316674	9606.ENSP00000386604	0.782261
9606.ENSP00000386604	9606.ENSP00000316674	0.782261
9606.ENSP00000175238	9606.ENSP00000359546	0.782251
9606.ENSP00000359546	9606.ENSP00000175238	0.782251
9606.ENSP00000277903	9606.ENSP00000354458	0.782219
9606.ENSP00000354458	9606.ENSP00000277903	0.782219
9606.ENSP00000378492	9606.ENSP00000428994	0.782199
9606.ENSP00000428994	9606.ENSP00000378492	0.782199
9606.ENSP00000405218	9606.ENSP00000437590	0.782174
9606.ENSP00000437590	9606.ENSP00000405218	0.782174
9606.ENSP00000325868	9606.ENSP00000344729	0.782151
9606.ENSP00000344729	9606.ENSP00000325868	0.782151
9606.ENSP00000295201	9606.ENSP00000386604	0.782145
9606.ENSP00000386604	9606.ENSP00000295201	0.782145
9606.ENSP00000371331	9606.ENSP00000400908	0.782132
9606.ENSP00000400908	9606.ENSP00000371331	0.782132
9606.ENSP00000315379	9606.ENSP00000360532	0.782092
9606.ENSP00000360532	9606.ENSP00000315379	0.782092
9606.ENSP00000269886	9606.ENSP00000369981	0.782048
9606.ENSP00000369981	9606.ENSP00000269886	0.782048
9606.ENSP00000387176	9606.ENSP00000402373	0.782022
9606.ENSP00000402373	9606.ENSP00000387176	0.782022
9606.ENSP00000244669	9606.ENSP00000284669	0.782014
9606.ENSP00000284669	9606.ENSP00000244669	0.782014
9606.ENSP00000262726	9606.ENSP00000344403	0.782003
9606.ENSP00000344403	9606.ENSP00000262726	0.782003
9606.ENSP00000084798	9606.ENSP00000311336	0.782000
9606.ENSP00000311336	9606.ENSP00000084798	0.782000
9606.ENSP00000357320	9606.ENSP00000418008	0.781943
9606.ENSP00000418008	9606.ENSP00000357320	0.781943
9606.ENSP00000229239	9606.ENSP00000379386	0.781921
9606.ENSP00000379386	9606.ENSP00000229239	0.781921
9606.ENSP00000382101	9606.ENSP00000404439	0.781905
9606.ENSP00000404439	9606.ENSP00000382101	0.781905
9606.ENSP00000263408	9606.ENSP00000263413	0.781849
9606.ENSP00000263413	9606.ENSP00000263408	0.781849
9606.ENSP00000357547	9606.ENSP00000386604	0.781831
9606.ENSP00000386604	9606.ENSP00000357547	0.781831
9606.ENSP00000264710	9606.ENSP00000300935	0.781815
9606.ENSP00000300935	9606.ENSP00000264710	0.781815
9606.ENSP00000298545	9606.ENSP00000344729	0.781805
9606.ENSP00000344729	9606.ENSP00000298545	0.781805
9606.ENSP00000351430	9606.ENSP00000465932	0.781771
9606.ENSP00000465932	9606.ENSP00000351430	0.781771
9606.ENSP00000484789	9606.ENSP00000484841	0.781745
9606.ENSP00000484841	9606.ENSP00000484789	0.781745
9606.ENSP00000386840	9606.ENSP00000394770	0.781703
9606.ENSP00000394770	9606.ENSP00000386840	0.781703
9606.ENSP00000262726	9606.ENSP00000339449	0.781698
9606.ENSP00000339449	9606.ENSP00000262726	0.781698
9606.ENSP00000287766	9606.ENSP00000344801	0.781682
9606.ENSP00000344801	9606.ENSP00000287766	0.781682
9606.ENSP00000346067	9606.ENSP00000464342	0.781679
9606.ENSP00000464342	9606.ENSP00000346067	0.781679
9606.ENSP00000323688	9606.ENSP00000343521	0.781651
9606.ENSP00000343521	9606.ENSP00000323688	0.781651
9606.ENSP00000293845	9606.ENSP00000361298	0.781637
9606.ENSP00000361298	9606.ENSP00000293845	0.781637
9606.ENSP00000339095	9606.ENSP00000477781	0.781597
9606.ENSP00000477781	9606.ENSP00000339095	0.781597
9606.ENSP00000268379	9606.ENSP00000356972	0.781594
9606.ENSP00000356972	9606.ENSP00000268379	0.781594
9606.ENSP00000366061	9606.ENSP00000474840	0.781524
9606.ENSP00000474840	9606.ENSP00000366061	0.781524
9606.ENSP00000362330	9606.ENSP00000457466	0.781509
9606.ENSP00000457466	9606.ENSP00000362330	0.781509
9606.ENSP00000343521	9606.ENSP00000465932	0.781483
9606.ENSP00000465932	9606.ENSP00000343521	0.781483
9606.ENSP00000377583	9606.ENSP00000383226	0.781469
9606.ENSP00000383226	9606.ENSP00000377583	0.781469
9606.ENSP00000292599	9606.ENSP00000334474	0.781451
9606.ENSP00000334474	9606.ENSP00000292599	0.781451
9606.ENSP00000339795	9606.ENSP00000418868	0.781435
9606.ENSP00000418868	9606.ENSP00000339795	0.781435
9606.ENSP00000184183	9606.ENSP00000325868	0.781432
9606.ENSP00000325868	9606.ENSP00000184183	0.781432
9606.ENSP00000335153	9606.ENSP00000364801	0.781413
9606.ENSP00000364801	9606.ENSP00000335153	0.781413
9606.ENSP00000295201	9606.ENSP00000297623	0.781408
9606.ENSP00000297623	9606.ENSP00000295201	0.781408
9606.ENSP00000377583	9606.ENSP00000383216	0.781286
9606.ENSP00000383216	9606.ENSP00000377583	0.781286
9606.ENSP00000299138	9606.ENSP00000351926	0.781280
9606.ENSP00000351926	9606.ENSP00000299138	0.781280
9606.ENSP00000261890	9606.ENSP00000265062	0.781254
9606.ENSP00000265062	9606.ENSP00000261890	0.781254
9606.ENSP00000325941	9606.ENSP00000403293	0.781236
9606.ENSP00000403293	9606.ENSP00000325941	0.781236
9606.ENSP00000283025	9606.ENSP00000339449	0.781227
9606.ENSP00000339449	9606.ENSP00000283025	0.781227
9606.ENSP00000311336	9606.ENSP00000421169	0.781189
9606.ENSP00000421169	9606.ENSP00000311336	0.781189
9606.ENSP00000264658	9606.ENSP00000270800	0.781152
9606.ENSP00000270800	9606.ENSP00000264658	0.781152
9606.ENSP00000293845	9606.ENSP00000362282	0.781136
9606.ENSP00000362282	9606.ENSP00000293845	0.781136
9606.ENSP00000236671	9606.ENSP00000345672	0.781110
9606.ENSP00000345672	9606.ENSP00000236671	0.781110
9606.ENSP00000228850	9606.ENSP00000374490	0.781044
9606.ENSP00000374490	9606.ENSP00000228850	0.781044
9606.ENSP00000230050	9606.ENSP00000419449	0.781017
9606.ENSP00000419449	9606.ENSP00000230050	0.781017
9606.ENSP00000351430	9606.ENSP00000485075	0.780991
9606.ENSP00000485075	9606.ENSP00000351430	0.780991
9606.ENSP00000346015	9606.ENSP00000346067	0.780959
9606.ENSP00000346067	9606.ENSP00000346015	0.780959
9606.ENSP00000332595	9606.ENSP00000470209	0.780957
9606.ENSP00000470209	9606.ENSP00000332595	0.780957
9606.ENSP00000252699	9606.ENSP00000351777	0.780938
9606.ENSP00000351777	9606.ENSP00000252699	0.780938
9606.ENSP00000327538	9606.ENSP00000331927	0.780824
9606.ENSP00000331927	9606.ENSP00000327538	0.780824
9606.ENSP00000046087	9606.ENSP00000228850	0.780820
9606.ENSP00000228850	9606.ENSP00000046087	0.780820
9606.ENSP00000382101	9606.ENSP00000444096	0.780794
9606.ENSP00000444096	9606.ENSP00000382101	0.780794
9606.ENSP00000358786	9606.ENSP00000433109	0.780727
9606.ENSP00000433109	9606.ENSP00000358786	0.780727
9606.ENSP00000335153	9606.ENSP00000364802	0.780703
9606.ENSP00000364802	9606.ENSP00000335153	0.780703
9606.ENSP00000331927	9606.ENSP00000379702	0.780697
9606.ENSP00000379702	9606.ENSP00000331927	0.780697
9606.ENSP00000295824	9606.ENSP00000339449	0.780680
9606.ENSP00000339449	9606.ENSP00000295824	0.780680
9606.ENSP00000300619	9606.ENSP00000354694	0.780637
9606.ENSP00000354694	9606.ENSP00000300619	0.780637
9606.ENSP00000280886	9606.ENSP00000392066	0.780629
9606.ENSP00000392066	9606.ENSP00000280886	0.780629
9606.ENSP00000355315	9606.ENSP00000464813	0.780552
9606.ENSP00000464813	9606.ENSP00000355315	0.780552
9606.ENSP00000272321	9606.ENSP00000356319	0.780551
9606.ENSP00000356319	9606.ENSP00000272321	0.780551
9606.ENSP00000226760	9606.ENSP00000274255	0.780539
9606.ENSP00000274255	9606.ENSP00000226760	0.780539
9606.ENSP00000332656	9606.ENSP00000378897	0.780468
9606.ENSP00000378897	9606.ENSP00000332656	0.780468
9606.ENSP00000265983	9606.ENSP00000416561	0.780458
9606.ENSP00000416561	9606.ENSP00000265983	0.780458
9606.ENSP00000330746	9606.ENSP00000364985	0.780457
9606.ENSP00000364985	9606.ENSP00000330746	0.780457
9606.ENSP00000307164	9606.ENSP00000395505	0.780407
9606.ENSP00000395505	9606.ENSP00000307164	0.780407
9606.ENSP00000269576	9606.ENSP00000355645	0.780348
9606.ENSP00000355645	9606.ENSP00000269576	0.780348
9606.ENSP00000449328	9606.ENSP00000472469	0.780334
9606.ENSP00000472469	9606.ENSP00000449328	0.780334
9606.ENSP00000313432	9606.ENSP00000361140	0.780291
9606.ENSP00000361140	9606.ENSP00000313432	0.780291
9606.ENSP00000306997	9606.ENSP00000363557	0.780245
9606.ENSP00000363557	9606.ENSP00000306997	0.780245
9606.ENSP00000228850	9606.ENSP00000335384	0.780198
9606.ENSP00000335384	9606.ENSP00000228850	0.780198
9606.ENSP00000255266	9606.ENSP00000360502	0.780158
9606.ENSP00000262105	9606.ENSP00000307288	0.780158
9606.ENSP00000307288	9606.ENSP00000262105	0.780158
9606.ENSP00000360502	9606.ENSP00000255266	0.780158
9606.ENSP00000353826	9606.ENSP00000355889	0.780132
9606.ENSP00000355889	9606.ENSP00000353826	0.780132
9606.ENSP00000274242	9606.ENSP00000341885	0.780104
9606.ENSP00000341885	9606.ENSP00000274242	0.780104
9606.ENSP00000346067	9606.ENSP00000418082	0.780099
9606.ENSP00000418082	9606.ENSP00000346067	0.780099
9606.ENSP00000299367	9606.ENSP00000355627	0.780028
9606.ENSP00000355627	9606.ENSP00000299367	0.780028
9606.ENSP00000181383	9606.ENSP00000253496	0.779999
9606.ENSP00000253496	9606.ENSP00000181383	0.779999
9606.ENSP00000286091	9606.ENSP00000480150	0.779980
9606.ENSP00000315988	9606.ENSP00000333363	0.779980
9606.ENSP00000333363	9606.ENSP00000315988	0.779980
9606.ENSP00000480150	9606.ENSP00000286091	0.779980
9606.ENSP00000282499	9606.ENSP00000351591	0.779957
9606.ENSP00000351591	9606.ENSP00000282499	0.779957
9606.ENSP00000322450	9606.ENSP00000392709	0.779931
9606.ENSP00000392709	9606.ENSP00000322450	0.779931
9606.ENSP00000233146	9606.ENSP00000234420	0.779895
9606.ENSP00000234420	9606.ENSP00000233146	0.779895
9606.ENSP00000257951	9606.ENSP00000444533	0.779889
9606.ENSP00000444533	9606.ENSP00000257951	0.779889
9606.ENSP00000284885	9606.ENSP00000351484	0.779850
9606.ENSP00000339823	9606.ENSP00000394380	0.779850
9606.ENSP00000351484	9606.ENSP00000284885	0.779850
9606.ENSP00000394380	9606.ENSP00000339823	0.779850
9606.ENSP00000309830	9606.ENSP00000346067	0.779823
9606.ENSP00000346067	9606.ENSP00000309830	0.779823
9606.ENSP00000352846	9606.ENSP00000379689	0.779806
9606.ENSP00000379689	9606.ENSP00000352846	0.779806
9606.ENSP00000216139	9606.ENSP00000334996	0.779734
9606.ENSP00000334996	9606.ENSP00000216139	0.779734
9606.ENSP00000297185	9606.ENSP00000381736	0.779732
9606.ENSP00000381736	9606.ENSP00000297185	0.779732
9606.ENSP00000207457	9606.ENSP00000380679	0.779725
9606.ENSP00000380679	9606.ENSP00000207457	0.779725
9606.ENSP00000375730	9606.ENSP00000428085	0.779719
9606.ENSP00000428085	9606.ENSP00000375730	0.779719
9606.ENSP00000464788	9606.ENSP00000470746	0.779716
9606.ENSP00000470746	9606.ENSP00000464788	0.779716
9606.ENSP00000348461	9606.ENSP00000383118	0.779715
9606.ENSP00000383118	9606.ENSP00000348461	0.779715
9606.ENSP00000263863	9606.ENSP00000311300	0.779710
9606.ENSP00000311300	9606.ENSP00000263863	0.779710
9606.ENSP00000297135	9606.ENSP00000305442	0.779688
9606.ENSP00000305442	9606.ENSP00000297135	0.779688
9606.ENSP00000232003	9606.ENSP00000356037	0.779621
9606.ENSP00000356037	9606.ENSP00000232003	0.779621
9606.ENSP00000485306	9606.ENSP00000485323	0.779588
9606.ENSP00000485323	9606.ENSP00000485306	0.779588
9606.ENSP00000291759	9606.ENSP00000315997	0.779534
9606.ENSP00000315997	9606.ENSP00000291759	0.779534
9606.ENSP00000302621	9606.ENSP00000329374	0.779508
9606.ENSP00000329374	9606.ENSP00000302621	0.779508
9606.ENSP00000350085	9606.ENSP00000380310	0.779499
9606.ENSP00000380310	9606.ENSP00000350085	0.779499
9606.ENSP00000359550	9606.ENSP00000379263	0.779498
9606.ENSP00000379263	9606.ENSP00000359550	0.779498
9606.ENSP00000011292	9606.ENSP00000352639	0.779483
9606.ENSP00000352639	9606.ENSP00000011292	0.779483
9606.ENSP00000259469	9606.ENSP00000410059	0.779442
9606.ENSP00000410059	9606.ENSP00000259469	0.779442
9606.ENSP00000290299	9606.ENSP00000349142	0.779397
9606.ENSP00000298545	9606.ENSP00000315988	0.779397
9606.ENSP00000315988	9606.ENSP00000298545	0.779397
9606.ENSP00000349142	9606.ENSP00000290299	0.779397
9606.ENSP00000371606	9606.ENSP00000417330	0.779362
9606.ENSP00000417330	9606.ENSP00000371606	0.779362
9606.ENSP00000359802	9606.ENSP00000472619	0.779165
9606.ENSP00000472619	9606.ENSP00000359802	0.779165
9606.ENSP00000386604	9606.ENSP00000404232	0.779160
9606.ENSP00000404232	9606.ENSP00000386604	0.779160
9606.ENSP00000274242	9606.ENSP00000369757	0.779155
9606.ENSP00000369757	9606.ENSP00000274242	0.779155
9606.ENSP00000228841	9606.ENSP00000261448	0.779099
9606.ENSP00000261448	9606.ENSP00000228841	0.779099
9606.ENSP00000350896	9606.ENSP00000374323	0.779081
9606.ENSP00000374323	9606.ENSP00000350896	0.779081
9606.ENSP00000258962	9606.ENSP00000325905	0.778991
9606.ENSP00000325905	9606.ENSP00000258962	0.778991
9606.ENSP00000335437	9606.ENSP00000439017	0.778975
9606.ENSP00000439017	9606.ENSP00000335437	0.778975
9606.ENSP00000354377	9606.ENSP00000392371	0.778947
9606.ENSP00000392371	9606.ENSP00000354377	0.778947
9606.ENSP00000375076	9606.ENSP00000382684	0.778942
9606.ENSP00000382684	9606.ENSP00000375076	0.778942
9606.ENSP00000361871	9606.ENSP00000375682	0.778930
9606.ENSP00000375682	9606.ENSP00000361871	0.778930
9606.ENSP00000333363	9606.ENSP00000337946	0.778929
9606.ENSP00000337946	9606.ENSP00000333363	0.778929
9606.ENSP00000346032	9606.ENSP00000367263	0.778929
9606.ENSP00000367263	9606.ENSP00000346032	0.778929
9606.ENSP00000253099	9606.ENSP00000258383	0.778915
9606.ENSP00000258383	9606.ENSP00000253099	0.778915
9606.ENSP00000345957	9606.ENSP00000449328	0.778896
9606.ENSP00000449328	9606.ENSP00000345957	0.778896
9606.ENSP00000361298	9606.ENSP00000403293	0.778865
9606.ENSP00000403293	9606.ENSP00000361298	0.778865
9606.ENSP00000352904	9606.ENSP00000376213	0.778841
9606.ENSP00000376213	9606.ENSP00000352904	0.778841
9606.ENSP00000387673	9606.ENSP00000392371	0.778800
9606.ENSP00000392371	9606.ENSP00000387673	0.778800
9606.ENSP00000184183	9606.ENSP00000379263	0.778770
9606.ENSP00000379263	9606.ENSP00000184183	0.778770
9606.ENSP00000323856	9606.ENSP00000357283	0.778696
9606.ENSP00000357283	9606.ENSP00000323856	0.778696
9606.ENSP00000295824	9606.ENSP00000305596	0.778652
9606.ENSP00000305596	9606.ENSP00000295824	0.778652
9606.ENSP00000260682	9606.ENSP00000285979	0.778622
9606.ENSP00000285979	9606.ENSP00000260682	0.778622
9606.ENSP00000207457	9606.ENSP00000352904	0.778621
9606.ENSP00000352904	9606.ENSP00000207457	0.778621
9606.ENSP00000256935	9606.ENSP00000439601	0.778609
9606.ENSP00000439601	9606.ENSP00000256935	0.778609
9606.ENSP00000253496	9606.ENSP00000273283	0.778604
9606.ENSP00000273283	9606.ENSP00000253496	0.778604
9606.ENSP00000251566	9606.ENSP00000265403	0.778541
9606.ENSP00000265403	9606.ENSP00000251566	0.778541
9606.ENSP00000346027	9606.ENSP00000346067	0.778513
9606.ENSP00000346067	9606.ENSP00000346027	0.778513
9606.ENSP00000300215	9606.ENSP00000357129	0.778504
9606.ENSP00000357129	9606.ENSP00000300215	0.778504
9606.ENSP00000350928	9606.ENSP00000360472	0.778452
9606.ENSP00000360472	9606.ENSP00000350928	0.778452
9606.ENSP00000302476	9606.ENSP00000393453	0.778442
9606.ENSP00000393453	9606.ENSP00000302476	0.778442
9606.ENSP00000340979	9606.ENSP00000387683	0.778418
9606.ENSP00000387683	9606.ENSP00000340979	0.778418
9606.ENSP00000084798	9606.ENSP00000325290	0.778415
9606.ENSP00000325290	9606.ENSP00000084798	0.778415
9606.ENSP00000261383	9606.ENSP00000295201	0.778380
9606.ENSP00000295201	9606.ENSP00000261383	0.778380
9606.ENSP00000309830	9606.ENSP00000359345	0.778329
9606.ENSP00000359345	9606.ENSP00000309830	0.778329
9606.ENSP00000228850	9606.ENSP00000340519	0.778292
9606.ENSP00000340519	9606.ENSP00000228850	0.778292
9606.ENSP00000262450	9606.ENSP00000378803	0.778287
9606.ENSP00000378803	9606.ENSP00000262450	0.778287
9606.ENSP00000444339	9606.ENSP00000479884	0.778216
9606.ENSP00000479884	9606.ENSP00000444339	0.778216
9606.ENSP00000328444	9606.ENSP00000474840	0.778201
9606.ENSP00000474840	9606.ENSP00000328444	0.778201
9606.ENSP00000229179	9606.ENSP00000316032	0.778163
9606.ENSP00000316032	9606.ENSP00000229179	0.778163
9606.ENSP00000420311	9606.ENSP00000452909	0.778009
9606.ENSP00000452909	9606.ENSP00000420311	0.778009
9606.ENSP00000299767	9606.ENSP00000340466	0.778006
9606.ENSP00000340466	9606.ENSP00000299767	0.778006
9606.ENSP00000333037	9606.ENSP00000426271	0.777998
9606.ENSP00000426271	9606.ENSP00000333037	0.777998
9606.ENSP00000259455	9606.ENSP00000356646	0.777972
9606.ENSP00000356646	9606.ENSP00000259455	0.777972
9606.ENSP00000263233	9606.ENSP00000295987	0.777969
9606.ENSP00000295987	9606.ENSP00000263233	0.777969
9606.ENSP00000413660	9606.ENSP00000418719	0.777851
9606.ENSP00000418719	9606.ENSP00000413660	0.777851
9606.ENSP00000376056	9606.ENSP00000435777	0.777843
9606.ENSP00000435777	9606.ENSP00000376056	0.777843
9606.ENSP00000292408	9606.ENSP00000337825	0.777825
9606.ENSP00000337825	9606.ENSP00000292408	0.777825
9606.ENSP00000307132	9606.ENSP00000479168	0.777810
9606.ENSP00000479168	9606.ENSP00000307132	0.777810
9606.ENSP00000333660	9606.ENSP00000468153	0.777769
9606.ENSP00000468153	9606.ENSP00000333660	0.777769
9606.ENSP00000252655	9606.ENSP00000386770	0.777740
9606.ENSP00000386770	9606.ENSP00000252655	0.777740
9606.ENSP00000261383	9606.ENSP00000357575	0.777731
9606.ENSP00000357575	9606.ENSP00000261383	0.777731
9606.ENSP00000287042	9606.ENSP00000422969	0.777728
9606.ENSP00000422969	9606.ENSP00000287042	0.777728
9606.ENSP00000348821	9606.ENSP00000418668	0.777712
9606.ENSP00000418668	9606.ENSP00000348821	0.777712
9606.ENSP00000295201	9606.ENSP00000374490	0.777679
9606.ENSP00000374490	9606.ENSP00000295201	0.777679
9606.ENSP00000329793	9606.ENSP00000471516	0.777665
9606.ENSP00000471516	9606.ENSP00000329793	0.777665
9606.ENSP00000265825	9606.ENSP00000357547	0.777661
9606.ENSP00000357547	9606.ENSP00000265825	0.777661
9606.ENSP00000287490	9606.ENSP00000414022	0.777638
9606.ENSP00000414022	9606.ENSP00000287490	0.777638
9606.ENSP00000251643	9606.ENSP00000251645	0.777627
9606.ENSP00000251645	9606.ENSP00000251643	0.777627
9606.ENSP00000352608	9606.ENSP00000393453	0.777609
9606.ENSP00000393453	9606.ENSP00000352608	0.777609
9606.ENSP00000379263	9606.ENSP00000386604	0.777573
9606.ENSP00000386604	9606.ENSP00000379263	0.777573
9606.ENSP00000325941	9606.ENSP00000368447	0.777569
9606.ENSP00000368447	9606.ENSP00000325941	0.777569
9606.ENSP00000260988	9606.ENSP00000346805	0.777563
9606.ENSP00000346805	9606.ENSP00000260988	0.777563
9606.ENSP00000352299	9606.ENSP00000371037	0.777553
9606.ENSP00000371037	9606.ENSP00000352299	0.777553
9606.ENSP00000295201	9606.ENSP00000417711	0.777503
9606.ENSP00000417711	9606.ENSP00000295201	0.777503
9606.ENSP00000356236	9606.ENSP00000384193	0.777456
9606.ENSP00000384193	9606.ENSP00000356236	0.777456
9606.ENSP00000262450	9606.ENSP00000421169	0.777441
9606.ENSP00000421169	9606.ENSP00000262450	0.777441
9606.ENSP00000278590	9606.ENSP00000411816	0.777432
9606.ENSP00000411816	9606.ENSP00000278590	0.777432
9606.ENSP00000290541	9606.ENSP00000483688	0.777394
9606.ENSP00000483688	9606.ENSP00000290541	0.777394
9606.ENSP00000311273	9606.ENSP00000344403	0.777343
9606.ENSP00000344403	9606.ENSP00000311273	0.777343
9606.ENSP00000304283	9606.ENSP00000316729	0.777327
9606.ENSP00000316729	9606.ENSP00000304283	0.777327
9606.ENSP00000247271	9606.ENSP00000330633	0.777300
9606.ENSP00000330633	9606.ENSP00000247271	0.777300
9606.ENSP00000345957	9606.ENSP00000346001	0.777300
9606.ENSP00000346001	9606.ENSP00000345957	0.777300
9606.ENSP00000307342	9606.ENSP00000406145	0.777270
9606.ENSP00000406145	9606.ENSP00000307342	0.777270
9606.ENSP00000415774	9606.ENSP00000469582	0.777173
9606.ENSP00000469582	9606.ENSP00000415774	0.777173
9606.ENSP00000360502	9606.ENSP00000420295	0.777133
9606.ENSP00000420295	9606.ENSP00000360502	0.777133
9606.ENSP00000353742	9606.ENSP00000383216	0.777117
9606.ENSP00000383216	9606.ENSP00000353742	0.777117
9606.ENSP00000335614	9606.ENSP00000450337	0.777064
9606.ENSP00000450337	9606.ENSP00000335614	0.777064
9606.ENSP00000292574	9606.ENSP00000369907	0.776990
9606.ENSP00000369907	9606.ENSP00000292574	0.776990
9606.ENSP00000296674	9606.ENSP00000410059	0.776897
9606.ENSP00000410059	9606.ENSP00000296674	0.776897
9606.ENSP00000225665	9606.ENSP00000228318	0.776878
9606.ENSP00000228318	9606.ENSP00000225665	0.776878
9606.ENSP00000364476	9606.ENSP00000379263	0.776869
9606.ENSP00000379263	9606.ENSP00000364476	0.776869
9606.ENSP00000327070	9606.ENSP00000381736	0.776791
9606.ENSP00000381736	9606.ENSP00000327070	0.776791
9606.ENSP00000352785	9606.ENSP00000357082	0.776748
9606.ENSP00000357082	9606.ENSP00000352785	0.776748
9606.ENSP00000435096	9606.ENSP00000477781	0.776713
9606.ENSP00000477781	9606.ENSP00000435096	0.776713
9606.ENSP00000380349	9606.ENSP00000394770	0.776660
9606.ENSP00000394770	9606.ENSP00000380349	0.776660
9606.ENSP00000331210	9606.ENSP00000376048	0.776639
9606.ENSP00000376048	9606.ENSP00000331210	0.776639
9606.ENSP00000301547	9606.ENSP00000447931	0.776636
9606.ENSP00000447931	9606.ENSP00000301547	0.776636
9606.ENSP00000278590	9606.ENSP00000325941	0.776629
9606.ENSP00000325941	9606.ENSP00000278590	0.776629
9606.ENSP00000340982	9606.ENSP00000404232	0.776581
9606.ENSP00000404232	9606.ENSP00000340982	0.776581
9606.ENSP00000261205	9606.ENSP00000263233	0.776561
9606.ENSP00000263233	9606.ENSP00000261205	0.776561
9606.ENSP00000327538	9606.ENSP00000469391	0.776531
9606.ENSP00000469391	9606.ENSP00000327538	0.776531
9606.ENSP00000378130	9606.ENSP00000394936	0.776511
9606.ENSP00000394936	9606.ENSP00000378130	0.776511
9606.ENSP00000250111	9606.ENSP00000263233	0.776500
9606.ENSP00000263233	9606.ENSP00000250111	0.776500
9606.ENSP00000326261	9606.ENSP00000435210	0.776423
9606.ENSP00000435210	9606.ENSP00000326261	0.776423
9606.ENSP00000278379	9606.ENSP00000295987	0.776379
9606.ENSP00000295987	9606.ENSP00000278379	0.776379
9606.ENSP00000335042	9606.ENSP00000485193	0.776276
9606.ENSP00000485193	9606.ENSP00000335042	0.776276
9606.ENSP00000236877	9606.ENSP00000481006	0.776268
9606.ENSP00000481006	9606.ENSP00000236877	0.776268
9606.ENSP00000299367	9606.ENSP00000354458	0.776174
9606.ENSP00000354458	9606.ENSP00000299367	0.776174
9606.ENSP00000296098	9606.ENSP00000323913	0.776158
9606.ENSP00000323913	9606.ENSP00000296098	0.776158
9606.ENSP00000270625	9606.ENSP00000357555	0.776131
9606.ENSP00000357555	9606.ENSP00000270625	0.776131
9606.ENSP00000344729	9606.ENSP00000360376	0.776124
9606.ENSP00000360376	9606.ENSP00000344729	0.776124
9606.ENSP00000247271	9606.ENSP00000356646	0.776099
9606.ENSP00000356646	9606.ENSP00000247271	0.776099
9606.ENSP00000400852	9606.ENSP00000439435	0.776078
9606.ENSP00000439435	9606.ENSP00000400852	0.776078
9606.ENSP00000278317	9606.ENSP00000348821	0.776077
9606.ENSP00000348821	9606.ENSP00000278317	0.776077
9606.ENSP00000358365	9606.ENSP00000380349	0.776049
9606.ENSP00000380349	9606.ENSP00000358365	0.776049
9606.ENSP00000339449	9606.ENSP00000386770	0.776020
9606.ENSP00000386770	9606.ENSP00000339449	0.776020
9606.ENSP00000333657	9606.ENSP00000342278	0.776001
9606.ENSP00000342278	9606.ENSP00000333657	0.776001
9606.ENSP00000330384	9606.ENSP00000334042	0.775982
9606.ENSP00000334042	9606.ENSP00000330384	0.775982
9606.ENSP00000233242	9606.ENSP00000351190	0.775970
9606.ENSP00000351190	9606.ENSP00000233242	0.775970
9606.ENSP00000369757	9606.ENSP00000429374	0.775966
9606.ENSP00000429374	9606.ENSP00000369757	0.775966
9606.ENSP00000390932	9606.ENSP00000479773	0.775892
9606.ENSP00000479773	9606.ENSP00000390932	0.775892
9606.ENSP00000261383	9606.ENSP00000344729	0.775881
9606.ENSP00000344729	9606.ENSP00000261383	0.775881
9606.ENSP00000369154	9606.ENSP00000441954	0.775854
9606.ENSP00000441954	9606.ENSP00000369154	0.775854
9606.ENSP00000306997	9606.ENSP00000431813	0.775810
9606.ENSP00000431813	9606.ENSP00000306997	0.775810
9606.ENSP00000259938	9606.ENSP00000357900	0.775804
9606.ENSP00000352678	9606.ENSP00000400646	0.775804
9606.ENSP00000357900	9606.ENSP00000259938	0.775804
9606.ENSP00000400646	9606.ENSP00000352678	0.775804
9606.ENSP00000286349	9606.ENSP00000344729	0.775798
9606.ENSP00000344729	9606.ENSP00000286349	0.775798
9606.ENSP00000381009	9606.ENSP00000381494	0.775795
9606.ENSP00000381494	9606.ENSP00000381009	0.775795
9606.ENSP00000238738	9606.ENSP00000304283	0.775772
9606.ENSP00000304283	9606.ENSP00000238738	0.775772
9606.ENSP00000346015	9606.ENSP00000357555	0.775768
